PercentageError,Fitness,
16.85,55
22.7,61
18.3,54
26.85,63
18.35,59
19.55,57
21.75,58
21.65,58
25.2,65
20.95,62
26.65,65
22.05,63
26.5,65
18.35,61
21.95,60
16.9,58
26.5,68
25.6,67
26.1,68
22.3,66
21.2,65
27.1,68
22.25,66
25.5,67
25.9,70
26.4,70
26.5,70
26.75,70
26.75,65
21.8,68
25.75,70
26.35,70
27,73
26.75,73
22.15,71
26.5,68
24.95,72
26.2,73
20.65,70
26.2,68
26.2,75
26.3,75
26.95,75
23.55,74
26.75,75
26.85,75
26.3,75
23.7,74
24.55,77
26.6,78
26.15,78
24.7,77
26.65,78
22.75,76
26.3,75
26.1,80
26.5,83
26.6,80
20.05,77
26.55,83
25.3,82
24.15,82
25.5,82
26.4,83
26.3,88
22.65,81
26.4,85
24.1,84
23.5,84
23.65,84
26.55,80
25.5,85
23.45,86
23.85,89
26.05,90
23.7,86
22.2,88
25.2,87
24.55,89
20.2,87
21.9,90
25.45,92
20.15,90
26.85,93
23.05,91
23.4,91
26.65,93
25.2,92
21.2,93
23.7,94
26.7,95
25.1,95
22,93
25.45,95
26.45,90
25.65,95
25.85,97
23.2,96
23.35,94
25.9,100
25.35,97
22,96
23.75,96
23.4,96
26.5,95
25.25,100
24.75,102
25.05,102
24.95,102
26.45,103
26.8,103
25.85,102
20.8,102
25.9,105
26.2,105
23.95,104
24.9,104
23.9,104
25.6,105
24.6,104
25.45,107
25.25,107
24.6,107
21.6,105
24.85,107
26.85,108
25.3,107
25.75,107
25.4,110
24.85,109
20.9,107
26.05,110
26.15,110
25.9,110
23,109
25.1,110
22.45,111
24.7,112
23.45,111
25.25,112
25.45,112
25.45,112
19.7,109
24.4,112
25.5,115
21.7,113
24.4,114
25.75,115
24.9,114
25.3,110
25.85,117
25.2,112
22.55,115
25.15,112
24.5,116
25.2,120
25.3,117
24.7,119
24.85,116
24.6,119
25.85,122
25.15,122
25.5,122
22.75,121
21.9,118
22.25,121
24.75,122
20.4,120
22.8,123
25.35,125
25.4,125
23.8,124
25.15,125
19.7,122
20.65,122
23.3,119
24,127
24.35,127
23.15,126
24.6,127
24.7,127
25.15,127
23.95,126
24.65,127
19.35,126
24.7,129
22.3,128
24.35,129
22.7,128
20.05,127
25,132
24.5,127
22.75,133
24.6,129
21.25,133
24.3,134
25.55,130
25.45,135
24.95,132
23.85,131
23.4,136
23.55,136
23.9,136
19.75,134
21.65,135
24.75,137
23.05,136
25.9,137
23.05,139
24.65,139
24.4,139
24.75,139
24.9,139
20.6,137
25.3,135
22.1,138
24.95,142
24.35,142
23.75,141
23.6,141
22.9,141
23.9,141
22.65,141
23.95,141
24.5,144
22.75,143
23.25,144
24.4,139
23.35,144
23.35,144
24.15,142
24.15,147
21.85,145
21.1,148
25.8,145
20.25,150
24.35,147
24.15,147
24.25,149
18.35,146
21.2,150
17.75,151
18.95,146
19.6,152
20.45,152
20,152
21.1,153
22.5,153
22.2,151
21.4,155
21.8,155
21.45,155
15.45,152
19.05,154
19.6,154
21.15,155
20.1,157
18.6,156
21.8,158
21.05,158
20,152
20.7,152
19.1,157
20.25,152
18.55,159
20.95,160
20.75,160
20.55,160
21.65,160
19.4,159
20.25,160
22,161
21.55,163
20.1,162
20.75,162
20.1,162
19.85,162
21.95,163
21,158
21.8,163
20.8,165
21.95,165
19.45,164
20.35,160
19.85,164
20.2,165
17.5,158
18.05,169
20.4,167
17.2,171
21.45,165
20.6,170
18,171
20.95,167
21.15,168
22.95,168
15.9,172
19.5,169
18.05,169
18.1,174
17.95,173
21.35,173
16.95,173
16.9,173
16.5,175
16.35,175
16.3,175
16,175
15.95,175
19.9,174
19.4,179
19.05,174
16.4,180
16,178
16.85,180
16.3,178
16.5,178
17.1,181
16.6,180
15.3,177
16.7,183
16.5,183
16.35,183
15,182
16.2,183
16.2,183
16.85,175
16.55,183
15.25,185
17.95,186
17.1,186
17.15,181
16.25,185
17.4,186
16.6,183
14.6,187
16.7,188
13.2,189
16.8,188
13.35,189
14,189
13.4,189
14.6,189
14,189
13.6,191
13.8,191
12.5,191
13.45,191
14.15,189
14.1,194
13.45,191
14.1,192
14.35,197
13.6,196
13.65,191
13.7,194
14.35,194
13.4,191
14.15,197
14.7,192
13.55,201
13.7,196
14.35,199
13.35,191
13.8,194
14.4,199
15.15,195
14.3,199
14.1,199
13,204
13.65,204
15.1,200
13.35,204
15.05,197
13.9,204
13.3,201
13.5,206
12.75,206
14.25,207
11.75,205
14.6,207
13.45,201
14.05,207
14.9,207
14.3,209
13.05,209
17.4,206
13.75,209
14.05,209
14.8,209
13.6,209
12.1,208
12.5,211
14.15,212
12.95,211
12.55,211
12.9,211
14,212
13.6,206
13.5,211
14.4,214
13.95,214
13.95,211
12.55,211
12.15,215
14.9,212
14.3,214
13.2,214
12.6,221
13,214
12.55,218
12.9,215
13,216
12.9,215
11.15,218
14.75,216
12.15,223
12.35,215
11.55,218
11.15,225
12.6,218
10.95,222
10.95,220
14.4,219
11.95,223
12.7,226
11.65,225
12.45,228
11.45,227
10.5,227
10.5,225
12.25,228
11.55,230
10.85,230
12.1,226
11.85,225
11.8,230
12.4,226
10.95,230
12.45,231
