Train results.
IternationCount,MinErr,AverageErr,MaxError,PercentageError,PatternError,
1,0.0116736,0.341344,0.969796,31,0.132179
2,0.0112061,0.271336,0.97957,19.6,0.142087
3,0.00899305,0.25522,0.981016,18.75,0.121821
4,0.00679889,0.242601,0.982133,18.15,0.0983707
5,0.0053902,0.233031,0.985699,17.35,0.077235
6,0.00450056,0.225166,0.987897,16.45,0.0609801
7,0.00338914,0.217562,0.988532,15.7,0.0451626
8,0.0021143,0.210592,0.988104,15.25,0.0314742
9,0.00131886,0.20394,0.990498,14.65,0.0203383
10,0.00065333,0.197349,0.993093,14.5,0.0134931
11,0.000291021,0.191056,0.995244,14.05,0.0101326
12,0.00015068,0.185232,0.996671,13.65,0.00847218
13,8.26115e-05,0.179217,0.997727,13.15,0.00727825
14,4.6051e-05,0.173798,0.998471,12.7,0.00710799
15,2.73912e-05,0.168985,0.998901,12.45,0.00779193
