Generations,Fitness,PercentageError,ones_counter,
0,54,20.05,29
1,59,25.65,30
2,62,21.05,31
3,67,24.25,33
4,69,24.2,34
5,72,24.2,35
6,74,22.85,36
7,79,22.45,38
8,80,20.95,39
9,81,19.85,42
10,87,20.65,43
11,93,20.3,44
12,94,20.1,45
13,100,18.65,47
14,103,19.45,48
15,104,15.55,49
16,108,19.5,50
17,107,17.3,52
18,111,16.75,54
19,120,16.4,55
20,117,16,56
21,121,15.95,57
22,122,13.8,58
23,129,16.55,59
24,128,17.45,58
25,129,16.7,63
26,134,17.35,64
27,143,17.8,65
28,148,17.2,66
29,150,16.4,67
30,153,18.45,68
31,150,17.05,69
32,157,17.75,70
33,159,16.3,71
34,157,17.45,72
35,164,16.25,73
36,165,15.65,74
37,170,16.35,75
38,172,14.95,76
39,176,18.2,78
40,179,15.95,79
41,177,15.9,80
42,179,16.25,81
43,182,16.6,82
44,189,15.4,83
45,191,13.6,84
46,196,12.25,87
47,201,14.5,88
48,199,12.3,90
49,204,13.25,90
50,210,12.9,93
51,212,13.3,94
52,214,13.4,95
53,213,12.35,93
54,223,12.75,97
