PercentageError,Fitness,
13.75,54
17.95,58
24.7,57
25.7,62
19.4,59
15.95,55
23.15,59
20.5,57
19.55,67
26.25,60
24,62
24.65,59
25.65,52
23.4,74
24.7,59
25.25,65
20.4,70
25.5,67
24.95,62
25.4,67
19.75,67
22.45,78
20.35,70
23.5,76
20.3,77
22.6,81
19.55,72
19.9,72
21.7,83
18.4,69
22.05,81
23.15,81
22.35,86
21.6,85
22.8,83
20.5,85
21.1,85
21.8,85
21.95,85
21.75,85
21.2,88
21.85,88
19.15,87
21.3,88
21.4,88
20.95,87
20.9,87
21.7,88
21.45,90
19.3,89
22.2,91
21.65,90
21.35,90
21.6,90
21.05,93
19.1,87
21.25,93
20.7,95
20.85,95
19.45,92
21.05,95
21.75,93
18.4,91
21.45,93
21.5,98
21.35,98
21.05,98
21.15,93
20.55,97
21,98
20.7,95
21,98
21.05,100
20.05,100
20.95,100
21.15,100
20.95,100
20.75,100
21.65,100
20.25,100
19.75,102
21.05,103
20.8,105
21.35,100
20.95,102
20.4,102
21.4,105
21.3,100
21.1,108
20.55,105
21.3,105
20.95,107
20.05,107
20.25,107
21.5,105
21.65,105
19.4,109
20.9,110
20.5,110
20.7,110
20.6,112
21.45,108
20.15,110
20.4,110
14.45,111
20.45,114
20.75,112
20.9,114
20.4,112
21,113
20.5,114
20.7,114
20.35,112
20.25,117
20.15,112
19.75,117
20.9,117
19.95,117
20.3,117
19.5,117
20,120
19.45,119
21.15,123
20.85,117
18.55,119
18.35,119
20.3,120
20.2,120
19.8,124
20.35,125
19.95,122
19.85,122
20.55,120
18.8,124
18.9,124
19.95,119
19.45,126
17,125
19.9,126
19.8,126
18.65,126
20.35,127
19.4,126
18.75,126
20.2,130
20.15,130
19.25,129
19.2,129
19.3,129
20.1,130
20,125
18.9,129
20.6,127
19.75,132
20,132
19.4,132
19.7,132
20.2,132
19.05,132
20,132
20.35,135
19.45,129
18.75,134
19.1,134
19.4,134
18.45,134
20.15,135
19.4,134
19.8,137
19.3,137
18.95,136
19.8,137
17.8,136
19.7,137
19.95,134
19.65,134
18.9,139
16.6,138
18.95,136
18.15,141
19.1,139
18.45,139
18.85,139
20.2,140
19.75,144
17.75,141
18.95,146
19.15,139
19.7,144
18.35,139
19.75,142
19.25,142
18.6,149
18.25,146
18.55,146
16.85,148
18.8,146
17.75,146
18.05,151
18.75,144
17.2,151
19.35,149
16.7,150
17.25,151
19.8,149
18.85,154
17.65,151
17.25,153
18.5,156
19.45,157
18.55,156
17.8,156
16.1,155
18.9,156
17.2,153
14.95,154
17.9,158
17,158
17.4,158
18.95,159
18.45,159
18.75,159
17.05,158
17.7,153
16.95,160
17.2,161
19.2,162
17.35,161
12.4,158
16.55,160
16.65,158
17.4,163
18.35,166
17.45,161
17.1,163
18.7,166
15.3,162
17.55,163
16,165
15.5,162
16.55,168
17.4,168
17.45,163
17.9,168
18.9,169
14.7,167
16.8,168
17.4,163
17.7,171
14.45,169
17.4,171
16.7,170
17.25,173
17.2,168
16.7,170
14.3,169
16.85,170
16.7,173
17.8,173
14.95,172
18.4,174
16.2,168
18.9,166
18.45,176
17.55,178
15.8,177
18.3,179
17.6,176
17.85,178
16.75,178
17.1,178
17.35,178
17.5,181
16.7,180
16.5,180
14.85,179
14.4,179
16.4,180
17.35,176
17.3,181
17.2,183
17.95,183
12.3,181
17.75,178
17.6,183
17.2,183
17.75,183
17,183
17.8,186
16.15,185
16.6,188
17,178
16.15,185
18.15,186
17.75,183
17.95,188
17.3,186
17.45,191
17.25,191
18.6,191
17.8,191
15.25,190
17.15,191
15.3,190
16.6,193
17.7,193
17.6,188
16.5,193
17.75,193
17.05,193
17.55,193
17.5,193
17.4,196
16.65,195
17.85,196
16.9,195
16.65,195
16.95,195
16.95,195
16.65,195
16.7,200
16.8,195
14.95,197
18,199
17.4,198
17.9,198
17.25,198
17.85,193
16.05,203
15.85,202
16.8,203
17.55,201
16.95,200
18.25,201
15.85,202
17.1,201
14.1,204
16.3,205
16.45,205
16.35,205
16.75,203
16.9,205
17.1,206
17,206
17.1,201
16.4,210
14.45,207
17.45,208
17.25,208
17.05,208
15.75,207
16.2,208
16.55,213
16.8,208
16.6,210
16.2,213
17.3,213
17.2,211
15.75,210
14.6,209
16.5,215
16.45,213
15.5,212
15.4,217
16.3,210
14.95,214
16.2,215
16.6,213
18,216
15.45,217
15.95,217
15.8,220
16.55,220
15.45,220
15.6,217
15.85,220
15,222
15.5,222
15.35,217
15.4,222
14.7,216
14.8,222
16.25,223
14.85,222
15.65,227
16.15,223
16.2,225
11.2,223
14.05,224
15.95,225
16.1,220
16.45,225
14.5,222
15.35,227
13.8,224
14.6,229
16,230
16.35,223
13.25,228
16,230
15.45,232
15.75,232
12.85,231
15.2,232
12.85,228
16.4,235
15.85,232
17.1,228
15.75,232
15.6,237
15.35,235
15.2,235
15.8,235
13.8,234
14.8,237
15.5,237
15.55,240
15.3,240
15.6,240
14.55,239
15.85,240
14.9,234
15.3,240
16.15,240
15.3,242
13.9,241
15.35,242
15.65,237
15.45,242
11.75,240
16.5,238
16.15,242
14.55,244
14.95,244
16.05,245
16,240
14.2,244
15.8,245
13.95,244
15.35,245
