Train results.
IternationCount,MinErr,AverageErr,MaxError,PercentageError,PatternError,
1,0.0217555,0.399571,0.973819,36.55,0.158675
2,0.0168609,0.30702,0.983363,22.4,0.265913
3,0.01315,0.291891,0.986379,21.2,0.280352
4,0.0101793,0.282479,0.988913,21.05,0.265716
5,0.00824806,0.274878,0.990509,20.5,0.29809
6,0.00646293,0.268166,0.991768,20.05,0.336604
7,0.00504514,0.261724,0.993248,19.8,0.330383
8,0.00403883,0.255624,0.994826,19.4,0.279691
9,0.00331585,0.249627,0.996177,19.15,0.204401
10,0.00257765,0.243384,0.997198,18.25,0.137649
11,0.00182944,0.23733,0.998008,17.75,0.115557
12,0.00127609,0.232337,0.998613,17.25,0.109038
13,0.000901693,0.227523,0.999027,17.15,0.0984526
14,0.000643516,0.223306,0.999312,16.7,0.0745222
15,0.000465859,0.219624,0.999507,16.55,0.0482827
